Target,Test RMSE,Test MAE,Test R2,CV RMSE
PM2.5,5.282406623565902,3.681578855516774,0.9377456205910324,6.200133021822463
PM10,4.267754578960763,2.542949921358521,0.9612930595334797,7.683544671714595
CO2,32.11899726329953,27.635478835077997,-2.5469981729238462,24.95061162659666
TVOC,70.20761149119286,54.44041181965783,-0.46281191129683674,33.16304208047258
Temperature,2.6316988864436817,2.1218650096581766,0.5347400501918185,1.4695409836805395
Humidity,6.889636582424843,4.648647285837869,0.5950618097284673,6.771693266041211
Pressure,0.4409248253340364,0.24588239285130753,0.9504871900059934,0.3653107420515683
