Target,Train RMSE,Test RMSE,Test MAE,Test R2,CV RMSE
PM2.5,1.4987663258707604,3.7281529623898333,2.561984135523897,0.9689905762392466,5.345867958804215
PM10,1.739097174188368,4.545603181734855,2.8974482289771686,0.9560890319777019,6.463152502756662
CO2,9.176297256256166,27.668375727517656,23.517216144159054,-1.6321118306739382,22.86740168927009
TVOC,40.40529239897138,55.488261117308454,52.915772348912874,0.08626066336667748,46.19182706395815
Temperature,0.37296971913199684,2.1760856724950077,1.6983491725556967,0.6818915136551973,1.5019667652836959
Humidity,1.769221694832394,6.593580661505312,4.489012235021551,0.6291154381118197,6.722161860722378
Pressure,0.11354030308743332,0.35394658056303263,0.19757759684041826,0.9680946205944817,0.3201886978274112
